Loan_ID,Gender,Married,Dependents,Education,Self_Employed,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Credit_Score,Type,Currency,Lender_Name,Lender_Min_Credit_Score,Restricted_Type,Favorite_Type,Lender_Currency
,,,,,,,,,,,,n/a,Rupiah,O'Conner LLC,514,n/a,n/a,Rupiah
,,,,,,,,,,,,n/a,Hryvnia,Hagenes-Wehner,628,Military/Government/Technical,n/a,Hryvnia
,,,,,,,,,,,,Industrial Machinery/Components,Yuan Renminbi,"Rolfson, McDermott and Kunde",592,n/a,Industrial Machinery/Components,Yuan Renminbi
,,,,,,,,,,,,RETAIL: Building Materials,Dollar,Herman LLC,729,Mining & Quarrying of Nonmetallic Minerals (No Fuels),RETAIL: Building Materials,Dollar
,,,,,,,,,,,,Telecommunications Equipment,Krona,Purdy-Baumbach,328,Oil Refining/Marketing,Telecommunications Equipment,Krona
,,,,,,,,,,,,n/a,Naira,Wiegand Group,940,Commercial Banks,n/a,Naira
,,,,,,,,,,,,Property-Casualty Insurers,Rupiah,Beier Inc,857,Medical/Nursing Services,Property-Casualty Insurers,Rupiah
,,,,,,,,,,,,Television Services,Krone,"Pacocha, Zulauf and Will",562,Medical Specialities,Television Services,Krone
,,,,,,,,,,,,n/a,Yuan Renminbi,Wyman-Bailey,537,n/a,n/a,Yuan Renminbi
,,,,,,,,,,,,n/a,Rupee,"Hayes, McClure and Kub",334,Major Banks,n/a,Rupee
,,,,,,,,,,,,Retail: Computer Software & Peripheral Equipment,Rial,Harber LLC,716,Semiconductors,Retail: Computer Software & Peripheral Equipment,Rial
,,,,,,,,,,,,Real Estate Investment Trusts,Real,"Wolff, Von and Stiedemann",642,Biotechnology: Laboratory Analytical Instruments,Real Estate Investment Trusts,Real
,,,,,,,,,,,,Major Pharmaceuticals,Baht,"Legros, Reilly and Pagac",363,Industrial Specialties,Major Pharmaceuticals,Baht
,,,,,,,,,,,,n/a,Zloty,Hettinger-Fritsch,764,n/a,n/a,Zloty
,,,,,,,,,,,,Metal Fabrications,Yuan Renminbi,Corkery-Ferry,820,n/a,Metal Fabrications,Yuan Renminbi
,,,,,,,,,,,,Hotels/Resorts,Krona,"Bednar, Legros and Hackett",781,Metal Fabrications,Hotels/Resorts,Krona
,,,,,,,,,,,,Finance: Consumer Services,Yen,"Prosacco, Reynolds and Gorczany",466,EDP Services,Finance: Consumer Services,Yen
,,,,,,,,,,,,n/a,Euro,Satterfield-Hegmann,664,EDP Services,n/a,Euro
,,,,,,,,,,,,Major Pharmaceuticals,Franc,Breitenberg-Leuschke,708,Metal Fabrications,Major Pharmaceuticals,Franc
,,,,,,,,,,,,Property-Casualty Insurers,Yuan Renminbi,Jerde Inc,851,Semiconductors,Property-Casualty Insurers,Yuan Renminbi
,,,,,,,,,,,,Biotechnology: Biological Products (No Diagnostic Substances),Dollar,Hermann-Roberts,916,Major Pharmaceuticals,Biotechnology: Biological Products (No Diagnostic Substances),Dollar
,,,,,,,,,,,,Consumer Electronics/Video Chains,Rupiah,Streich Inc,371,Restaurants,Consumer Electronics/Video Chains,Rupiah
,,,,,,,,,,,,Medical/Dental Instruments,Kuna,"Hickle, Mohr and Borer",507,Investment Managers,Medical/Dental Instruments,Kuna
,,,,,,,,,,,,"Computer Software: Programming, Data Processing",Rupiah,"Schoen, Johns and Larkin",435,Finance: Consumer Services,"Computer Software: Programming, Data Processing",Rupiah
,,,,,,,,,,,,n/a,Yuan Renminbi,"Heaney, Krajcik and Huel",631,Farming/Seeds/Milling,n/a,Yuan Renminbi
,,,,,,,,,,,,Marine Transportation,Yuan Renminbi,Hane Group,911,Major Banks,Marine Transportation,Yuan Renminbi
,,,,,,,,,,,,Major Pharmaceuticals,Peso,Turner and Sons,902,Major Banks,Major Pharmaceuticals,Peso
,,,,,,,,,,,,n/a,Dollar,"Carroll, Reichel and Huels",548,Power Generation,n/a,Dollar
,,,,,,,,,,,,n/a,Yuan Renminbi,"Schuppe, Larson and Welch",331,Property-Casualty Insurers,n/a,Yuan Renminbi
,,,,,,,,,,,,Auto Manufacturing,Lempira,Windler Group,934,Catalog/Specialty Distribution,Auto Manufacturing,Lempira
,,,,,,,,,,,,Major Banks,Euro,Smith-Considine,538,n/a,Major Banks,Euro
,,,,,,,,,,,,EDP Services,Rupiah,"Ryan, Fay and Friesen",942,Real Estate Investment Trusts,EDP Services,Rupiah
,,,,,,,,,,,,n/a,Ruble,Herman-Purdy,612,n/a,n/a,Ruble
,,,,,,,,,,,,Specialty Chemicals,Dram,Boyer and Sons,801,Telecommunications Equipment,Specialty Chemicals,Dram
,,,,,,,,,,,,Major Chemicals,Rupiah,Koelpin-Bahringer,461,Aerospace,Major Chemicals,Rupiah
,,,,,,,,,,,,Electrical Products,Yuan Renminbi,Smitham and Sons,595,Real Estate Investment Trusts,Electrical Products,Yuan Renminbi
,,,,,,,,,,,,EDP Services,Rupiah,"Bahringer, Langosh and Batz",587,n/a,EDP Services,Rupiah
,,,,,,,,,,,,Major Pharmaceuticals,Rupiah,Smitham-McKenzie,742,Major Banks,Major Pharmaceuticals,Rupiah
,,,,,,,,,,,,Real Estate Investment Trusts,Rial,"Renner, Johnson and Cole",676,Real Estate Investment Trusts,Real Estate Investment Trusts,Rial
,,,,,,,,,,,,n/a,Krona,Lakin-Yundt,445,Electric Utilities: Central,n/a,Krona
,,,,,,,,,,,,n/a,Peso,"Russel, Gerhold and Daniel",621,Major Banks,n/a,Peso
,,,,,,,,,,,,n/a,Yuan Renminbi,Rosenbaum and Sons,857,Medical/Dental Instruments,n/a,Yuan Renminbi
,,,,,,,,,,,,Business Services,Rupiah,Vandervort LLC,387,n/a,Business Services,Rupiah
,,,,,,,,,,,,n/a,Ruble,Tremblay-Kessler,355,Industrial Machinery/Components,n/a,Ruble
,,,,,,,,,,,,Packaged Foods,Peso,Conroy-Nicolas,545,Real Estate,Packaged Foods,Peso
,,,,,,,,,,,,Military/Government/Technical,Yuan Renminbi,"Ledner, Hamill and Pollich",752,Real Estate Investment Trusts,Military/Government/Technical,Yuan Renminbi
,,,,,,,,,,,,Computer Software: Prepackaged Software,Ruble,Gottlieb-Bashirian,318,Biotechnology: Laboratory Analytical Instruments,Computer Software: Prepackaged Software,Ruble
,,,,,,,,,,,,Biotechnology: Biological Products (No Diagnostic Substances),Yuan Renminbi,"Dibbert, Dach and Smith",709,n/a,Biotechnology: Biological Products (No Diagnostic Substances),Yuan Renminbi
,,,,,,,,,,,,Major Banks,Ruble,Hansen LLC,690,Business Services,Major Banks,Ruble
,,,,,,,,,,,,n/a,Real,"Parisian, Bartell and McCullough",791,Major Banks,n/a,Real
,,,,,,,,,,,,n/a,Koruna,"Dickens, Kilback and Strosin",656,Professional Services,n/a,Koruna
,,,,,,,,,,,,Business Services,Baht,"McKenzie, Zulauf and Bosco",795,EDP Services,Business Services,Baht
,,,,,,,,,,,,Industrial Machinery/Components,Yuan Renminbi,Skiles Group,362,n/a,Industrial Machinery/Components,Yuan Renminbi
,,,,,,,,,,,,n/a,Euro,"Streich, Dach and Jacobi",352,Trucking Freight/Courier Services,n/a,Euro
,,,,,,,,,,,,n/a,Kwacha,Schimmel-Mante,421,Industrial Machinery/Components,n/a,Kwacha
,,,,,,,,,,,,Medical/Dental Instruments,Zloty,Schiller LLC,512,Computer Software: Prepackaged Software,Medical/Dental Instruments,Zloty
,,,,,,,,,,,,Precious Metals,Yuan Renminbi,"Conn, Auer and Ebert",439,n/a,Precious Metals,Yuan Renminbi
,,,,,,,,,,,,Industrial Specialties,Dollar,Turcotte and Sons,342,Oil & Gas Production,Industrial Specialties,Dollar
,,,,,,,,,,,,n/a,Euro,Homenick-Franecki,779,n/a,n/a,Euro
,,,,,,,,,,,,"Computer Software: Programming, Data Processing",Euro,Stokes and Sons,947,n/a,"Computer Software: Programming, Data Processing",Euro
,,,,,,,,,,,,Hospital/Nursing Management,Real,Schuster-Thiel,373,EDP Services,Hospital/Nursing Management,Real
,,,,,,,,,,,,Agricultural Chemicals,Pula,"Jakubowski, Carroll and Kunde",331,Beverages (Production/Distribution),Agricultural Chemicals,Pula
,,,,,,,,,,,,Major Pharmaceuticals,Kina,"Mayer, Toy and Stehr",701,Major Banks,Major Pharmaceuticals,Kina
,,,,,,,,,,,,Electrical Products,Real,Mosciski Group,448,Commercial Banks,Electrical Products,Real
,,,,,,,,,,,,Other Specialty Stores,Euro,Labadie-Green,784,Natural Gas Distribution,Other Specialty Stores,Euro
,,,,,,,,,,,,Industrial Machinery/Components,Real,Johns-Lesch,713,Telecommunications Equipment,Industrial Machinery/Components,Real
,,,,,,,,,,,,n/a,Dong,Heidenreich-Block,320,Medical/Nursing Services,n/a,Dong
,,,,,,,,,,,,Telecommunications Equipment,Tugrik,"Haag, Rice and Bahringer",677,n/a,Telecommunications Equipment,Tugrik
,,,,,,,,,,,,Water Supply,Yuan Renminbi,"Veum, Christiansen and Sawayn",625,Major Pharmaceuticals,Water Supply,Yuan Renminbi
,,,,,,,,,,,,Specialty Insurers,Krona,"Wuckert, Leannon and Veum",645,n/a,Specialty Insurers,Krona
,,,,,,,,,,,,Precious Metals,Shilling,Langworth-Powlowski,870,Telecommunications Equipment,Precious Metals,Shilling
,,,,,,,,,,,,n/a,Peso,Bergstrom-Wuckert,359,n/a,n/a,Peso
,,,,,,,,,,,,n/a,Real,Conn-Weimann,925,Major Pharmaceuticals,n/a,Real
,,,,,,,,,,,,Major Pharmaceuticals,Peso,Gorczany Group,795,n/a,Major Pharmaceuticals,Peso
,,,,,,,,,,,,Metal Fabrications,Koruna,Raynor Group,576,Auto Parts:O.E.M.,Metal Fabrications,Koruna
,,,,,,,,,,,,n/a,Rial,Boyle-Jerde,505,Major Banks,n/a,Rial
,,,,,,,,,,,,Investment Managers,Rupiah,Johnston-Schumm,535,n/a,Investment Managers,Rupiah
,,,,,,,,,,,,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Rupiah,Mertz LLC,382,Diversified Commercial Services,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Rupiah
,,,,,,,,,,,,Semiconductors,Lempira,Lemke-Blick,779,n/a,Semiconductors,Lempira
,,,,,,,,,,,,Savings Institutions,Zloty,Donnelly Group,877,Medical/Dental Instruments,Savings Institutions,Zloty
,,,,,,,,,,,,Major Pharmaceuticals,Dinar,Kuvalis and Sons,531,Savings Institutions,Major Pharmaceuticals,Dinar
,,,,,,,,,,,,n/a,Peso,"Sporer, Donnelly and Turner",578,Semiconductors,n/a,Peso
,,,,,,,,,,,,Military/Government/Technical,Zloty,"Larson, Littel and Tremblay",834,Clothing/Shoe/Accessory Stores,Military/Government/Technical,Zloty
,,,,,,,,,,,,n/a,Yuan Renminbi,"Sanford, Morissette and Tromp",884,Metal Fabrications,n/a,Yuan Renminbi
,,,,,,,,,,,,Water Supply,Peso,"Baumbach, Kuhn and Swift",672,n/a,Water Supply,Peso
,,,,,,,,,,,,Auto Manufacturing,Euro,Gibson Group,593,EDP Services,Auto Manufacturing,Euro
,,,,,,,,,,,,Real Estate,Euro,Boehm Group,340,Telecommunications Equipment,Real Estate,Euro
,,,,,,,,,,,,Major Pharmaceuticals,Ruble,Hintz LLC,397,Telecommunications Equipment,Major Pharmaceuticals,Ruble
,,,,,,,,,,,,n/a,Sol,"Stamm, Bednar and Cruickshank",660,Commercial Banks,n/a,Sol
,,,,,,,,,,,,Major Banks,Rupiah,"Schumm, Schowalter and Bradtke",609,Major Pharmaceuticals,Major Banks,Rupiah
,,,,,,,,,,,,Major Banks,Yuan Renminbi,Kassulke LLC,775,Banks,Major Banks,Yuan Renminbi
,,,,,,,,,,,,Oil & Gas Production,Rupiah,"Gutmann, Runte and Kiehn",798,Marine Transportation,Oil & Gas Production,Rupiah
,,,,,,,,,,,,Computer Software: Prepackaged Software,Dollar,Wolf-Ferry,352,Marine Transportation,Computer Software: Prepackaged Software,Dollar
,,,,,,,,,,,,Restaurants,Euro,"Kshlerin, Feest and Waters",451,Beverages (Production/Distribution),Restaurants,Euro
,,,,,,,,,,,,Oil & Gas Production,Rupiah,"Mitchell, Bartoletti and O'Connell",394,Metal Fabrications,Oil & Gas Production,Rupiah
,,,,,,,,,,,,Air Freight/Delivery Services,Peso,Gerhold and Sons,734,Industrial Machinery/Components,Air Freight/Delivery Services,Peso
,,,,,,,,,,,,EDP Services,Som,"Wyman, Dach and Johnson",616,Other Consumer Services,EDP Services,Som
,,,,,,,,,,,,Telecommunications Equipment,Zloty,Bergnaum-Jones,487,Hotels/Resorts,Telecommunications Equipment,Zloty
,,,,,,,,,,,,Real Estate Investment Trusts,Rupiah,Grady-Baumbach,475,Hospital/Nursing Management,Real Estate Investment Trusts,Rupiah
,,,,,,,,,,,,Property-Casualty Insurers,Yuan Renminbi,"Koepp, Mayert and Reinger",403,Investment Managers,Property-Casualty Insurers,Yuan Renminbi
,,,,,,,,,,,,Advertising,Ruble,Hagenes LLC,450,EDP Services,Advertising,Ruble
,,,,,,,,,,,,Industrial Machinery/Components,Rupiah,Mayert LLC,567,n/a,Industrial Machinery/Components,Rupiah
,,,,,,,,,,,,Biotechnology: Commercial Physical & Biological Resarch,Yuan Renminbi,"Waelchi, Little and Graham",579,Restaurants,Biotechnology: Commercial Physical & Biological Resarch,Yuan Renminbi
,,,,,,,,,,,,Property-Casualty Insurers,Dollar,Casper-Bogisich,511,n/a,Property-Casualty Insurers,Dollar
,,,,,,,,,,,,Real Estate,Ruble,"Kling, Goyette and McClure",390,Biotechnology: Biological Products (No Diagnostic Substances),Real Estate,Ruble
,,,,,,,,,,,,Broadcasting,Dinar,Medhurst-Larson,726,Semiconductors,Broadcasting,Dinar
,,,,,,,,,,,,Commercial Banks,Peso,"Ullrich, Raynor and Casper",818,n/a,Commercial Banks,Peso
,,,,,,,,,,,,n/a,Franc,Lind Inc,640,n/a,n/a,Franc
,,,,,,,,,,,,Business Services,Zloty,Wyman-Cole,751,Commercial Banks,Business Services,Zloty
,,,,,,,,,,,,Agricultural Chemicals,Ruble,"Champlin, Nader and Ratke",337,Building operators,Agricultural Chemicals,Ruble
,,,,,,,,,,,,Major Banks,Rupiah,Huel-Schroeder,832,Business Services,Major Banks,Rupiah
,,,,,,,,,,,,Semiconductors,Yuan Renminbi,Zulauf-Lowe,579,n/a,Semiconductors,Yuan Renminbi
,,,,,,,,,,,,Hospital/Nursing Management,Yuan Renminbi,Gottlieb-Cronin,476,Packaged Foods,Hospital/Nursing Management,Yuan Renminbi
,,,,,,,,,,,,Diversified Commercial Services,Euro,Swift-Konopelski,796,Retail: Computer Software & Peripheral Equipment,Diversified Commercial Services,Euro
,,,,,,,,,,,,n/a,Rupee,Carroll Inc,870,n/a,n/a,Rupee
,,,,,,,,,,,,Other Specialty Stores,Euro,"Schiller, Pfannerstill and Senger",683,n/a,Other Specialty Stores,Euro
,,,,,,,,,,,,n/a,Rand,"Johnston, Reichel and Wunsch",440,Real Estate Investment Trusts,n/a,Rand
,,,,,,,,,,,,Semiconductors,Baht,Morissette LLC,761,Banks,Semiconductors,Baht
,,,,,,,,,,,,n/a,Yuan Renminbi,Goodwin and Sons,837,Real Estate Investment Trusts,n/a,Yuan Renminbi
,,,,,,,,,,,,Electronic Components,Ruble,"Huel, Greenholt and Kris",505,Real Estate,Electronic Components,Ruble
,,,,,,,,,,,,n/a,Sol,"D'Amore, Farrell and O'Hara",523,Electric Utilities: Central,n/a,Sol
,,,,,,,,,,,,Electric Utilities: Central,Yuan Renminbi,Fadel-Wehner,335,Home Furnishings,Electric Utilities: Central,Yuan Renminbi
,,,,,,,,,,,,Packaged Foods,Euro,"Funk, Harvey and Reynolds",770,n/a,Packaged Foods,Euro
,,,,,,,,,,,,Major Pharmaceuticals,Euro,"Boehm, Murazik and Cormier",921,Biotechnology: Biological Products (No Diagnostic Substances),Major Pharmaceuticals,Euro
,,,,,,,,,,,,n/a,Euro,Murray LLC,842,Major Banks,n/a,Euro
,,,,,,,,,,,,n/a,Rupiah,"Buckridge, Watsica and Bednar",584,Real Estate Investment Trusts,n/a,Rupiah
,,,,,,,,,,,,Finance: Consumer Services,Ruble,Fay-Yundt,786,Military/Government/Technical,Finance: Consumer Services,Ruble
,,,,,,,,,,,,Telecommunications Equipment,Yuan Renminbi,"Schimmel, Becker and Kautzer",752,Mining & Quarrying of Nonmetallic Minerals (No Fuels),Telecommunications Equipment,Yuan Renminbi
,,,,,,,,,,,,Major Pharmaceuticals,Hryvnia,MacGyver-Jakubowski,811,Industrial Machinery/Components,Major Pharmaceuticals,Hryvnia
,,,,,,,,,,,,Major Pharmaceuticals,Yuan Renminbi,Klocko-Sawayn,654,Major Banks,Major Pharmaceuticals,Yuan Renminbi
,,,,,,,,,,,,n/a,Peso,Fahey-Graham,813,Savings Institutions,n/a,Peso
,,,,,,,,,,,,Computer Software: Prepackaged Software,Dollar,"Gulgowski, Hansen and Runolfsdottir",554,n/a,Computer Software: Prepackaged Software,Dollar
,,,,,,,,,,,,Construction/Ag Equipment/Trucks,Real,Mann LLC,641,Industrial Machinery/Components,Construction/Ag Equipment/Trucks,Real
,,,,,,,,,,,,Computer Software: Prepackaged Software,Yuan Renminbi,Weimann-Cormier,537,Major Banks,Computer Software: Prepackaged Software,Yuan Renminbi
,,,,,,,,,,,,Tobacco,Hryvnia,"Keeling, Cassin and Schulist",524,Home Furnishings,Tobacco,Hryvnia
,,,,,,,,,,,,Finance: Consumer Services,Rupiah,Weber-Bednar,760,Major Pharmaceuticals,Finance: Consumer Services,Rupiah
,,,,,,,,,,,,n/a,Tenge,Hegmann-Beatty,916,Major Chemicals,n/a,Tenge
,,,,,,,,,,,,Medical/Nursing Services,Yuan Renminbi,"Bashirian, Ledner and Heidenreich",421,Commercial Banks,Medical/Nursing Services,Yuan Renminbi
,,,,,,,,,,,,Medical Specialities,Ariary,"Mayert, Brakus and Kihn",678,Oilfield Services/Equipment,Medical Specialities,Ariary
,,,,,,,,,,,,Semiconductors,Yuan Renminbi,Rosenbaum-Pagac,488,n/a,Semiconductors,Yuan Renminbi
,,,,,,,,,,,,Major Banks,Hryvnia,Moen-Connelly,672,Precious Metals,Major Banks,Hryvnia
,,,,,,,,,,,,Metal Fabrications,Peso,Haag LLC,612,Transportation Services,Metal Fabrications,Peso
,,,,,,,,,,,,Package Goods/Cosmetics,Euro,Spinka-Wolff,799,Other Consumer Services,Package Goods/Cosmetics,Euro
,,,,,,,,,,,,Radio And Television Broadcasting And Communications Equipment,Euro,Carter Group,419,Professional Services,Radio And Television Broadcasting And Communications Equipment,Euro
,,,,,,,,,,,,Major Pharmaceuticals,Zloty,"Yost, Lindgren and Haag",510,Professional Services,Major Pharmaceuticals,Zloty
,,,,,,,,,,,,Catalog/Specialty Distribution,Zloty,Sauer-Bogan,753,Electronic Components,Catalog/Specialty Distribution,Zloty
,,,,,,,,,,,,n/a,Yen,"Sauer, Rohan and Armstrong",892,n/a,n/a,Yen
,,,,,,,,,,,,Medical Specialities,Peso,"Hermiston, Stroman and Grant",929,Aerospace,Medical Specialities,Peso
,,,,,,,,,,,,Medical/Dental Instruments,Yuan Renminbi,Kerluke Inc,601,Major Banks,Medical/Dental Instruments,Yuan Renminbi
,,,,,,,,,,,,n/a,Euro,Barrows LLC,366,Hospital/Nursing Management,n/a,Euro
,,,,,,,,,,,,Major Banks,Yuan Renminbi,Fisher Inc,681,Consumer Specialties,Major Banks,Yuan Renminbi
,,,,,,,,,,,,Steel/Iron Ore,Yen,Gutmann Group,369,Telecommunications Equipment,Steel/Iron Ore,Yen
,,,,,,,,,,,,n/a,Yuan Renminbi,Hoppe LLC,745,Precious Metals,n/a,Yuan Renminbi
,,,,,,,,,,,,Natural Gas Distribution,Yuan Renminbi,Kunze-Cartwright,526,Banks,Natural Gas Distribution,Yuan Renminbi
,,,,,,,,,,,,EDP Services,Tugrik,"Prosacco, Hauck and Russel",683,n/a,EDP Services,Tugrik
,,,,,,,,,,,,Computer Software: Prepackaged Software,Rial,Flatley and Sons,790,Beverages (Production/Distribution),Computer Software: Prepackaged Software,Rial
,,,,,,,,,,,,Biotechnology: Biological Products (No Diagnostic Substances),Peso,"Wiza, Lueilwitz and Kihn",907,Hotels/Resorts,Biotechnology: Biological Products (No Diagnostic Substances),Peso
,,,,,,,,,,,,Paper,Marka,Moen Inc,387,Shoe Manufacturing,Paper,Marka
,,,,,,,,,,,,n/a,Hryvnia,"Konopelski, Kub and Davis",481,n/a,n/a,Hryvnia
,,,,,,,,,,,,n/a,Rial,"Metz, Schaefer and Welch",631,Major Banks,n/a,Rial
,,,,,,,,,,,,Medical/Dental Instruments,Leone,Senger Group,470,Finance: Consumer Services,Medical/Dental Instruments,Leone
,,,,,,,,,,,,n/a,Euro,Turner Inc,898,Specialty Chemicals,n/a,Euro
,,,,,,,,,,,,Commercial Banks,Peso,"Torp, Stark and Okuneva",710,Specialty Chemicals,Commercial Banks,Peso
,,,,,,,,,,,,n/a,Yen,"Denesik, Bauch and Mante",760,Major Pharmaceuticals,n/a,Yen
,,,,,,,,,,,,Electrical Products,Ruble,"Runolfsdottir, Smitham and Marvin",638,n/a,Electrical Products,Ruble
,,,,,,,,,,,,Power Generation,Yuan Renminbi,Kling-Smitham,820,n/a,Power Generation,Yuan Renminbi
,,,,,,,,,,,,Plastic Products,Dollar,Mraz-Cummings,547,EDP Services,Plastic Products,Dollar
,,,,,,,,,,,,Rental/Leasing Companies,Hryvnia,"Kutch, Ruecker and Abshire",350,Oil & Gas Production,Rental/Leasing Companies,Hryvnia
,,,,,,,,,,,,Business Services,Dollar,Schowalter-Bogan,657,Advertising,Business Services,Dollar
,,,,,,,,,,,,Savings Institutions,Yuan Renminbi,"Robel, Wehner and Connelly",770,n/a,Savings Institutions,Yuan Renminbi
,,,,,,,,,,,,Environmental Services,Yuan Renminbi,Kling-Lind,380,Television Services,Environmental Services,Yuan Renminbi
,,,,,,,,,,,,Major Banks,Peso,"Lang, Schmidt and Heidenreich",742,EDP Services,Major Banks,Peso
,,,,,,,,,,,,Biotechnology: Biological Products (No Diagnostic Substances),Krona,O'Connell-Schaden,326,Telecommunications Equipment,Biotechnology: Biological Products (No Diagnostic Substances),Krona
,,,,,,,,,,,,Major Pharmaceuticals,Euro,"Runolfsson, Smith and Koss",690,Major Pharmaceuticals,Major Pharmaceuticals,Euro
,,,,,,,,,,,,Real Estate Investment Trusts,Ruble,Kassulke-Stark,391,n/a,Real Estate Investment Trusts,Ruble
,,,,,,,,,,,,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Ruble,Stamm Group,344,Major Banks,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Ruble
,,,,,,,,,,,,n/a,Yuan Renminbi,"VonRueden, Cartwright and Robel",694,Department/Specialty Retail Stores,n/a,Yuan Renminbi
,,,,,,,,,,,,Major Pharmaceuticals,Yen,Blanda Inc,414,Precious Metals,Major Pharmaceuticals,Yen
,,,,,,,,,,,,Real Estate Investment Trusts,Zloty,O'Connell-Kunze,378,Oil & Gas Production,Real Estate Investment Trusts,Zloty
,,,,,,,,,,,,"Computer Software: Programming, Data Processing",Yuan Renminbi,Adams-Mueller,807,Major Pharmaceuticals,"Computer Software: Programming, Data Processing",Yuan Renminbi
,,,,,,,,,,,,Telecommunications Equipment,Dollar,"Schamberger, Mann and Parisian",940,Metal Fabrications,Telecommunications Equipment,Dollar
,,,,,,,,,,,,Medical Specialities,Yuan Renminbi,"Kihn, Macejkovic and Altenwerth",387,Business Services,Medical Specialities,Yuan Renminbi
,,,,,,,,,,,,n/a,Baht,Ortiz Inc,870,Environmental Services,n/a,Baht
,,,,,,,,,,,,Banks,Rupiah,O'Connell-Ebert,799,Metal Fabrications,Banks,Rupiah
,,,,,,,,,,,,Industrial Machinery/Components,Yuan Renminbi,"Quitzon, Ziemann and Powlowski",921,n/a,Industrial Machinery/Components,Yuan Renminbi
,,,,,,,,,,,,n/a,Shilling,Mante LLC,627,n/a,n/a,Shilling
,,,,,,,,,,,,Other Consumer Services,Dollar,Bailey Group,399,Life Insurance,Other Consumer Services,Dollar
,,,,,,,,,,,,Banks,Dollar,Altenwerth Inc,407,Electrical Products,Banks,Dollar
,,,,,,,,,,,,Computer Software: Prepackaged Software,Euro,"Toy, Ondricka and Denesik",861,RETAIL: Building Materials,Computer Software: Prepackaged Software,Euro
,,,,,,,,,,,,Major Pharmaceuticals,Ruble,Schaden-Kovacek,381,Electric Utilities: Central,Major Pharmaceuticals,Ruble
,,,,,,,,,,,,n/a,Yuan Renminbi,"Harvey, Auer and Schoen",838,Computer Software: Prepackaged Software,n/a,Yuan Renminbi
,,,,,,,,,,,,Investment Managers,Rupiah,Hammes LLC,682,Containers/Packaging,Investment Managers,Rupiah
,,,,,,,,,,,,Steel/Iron Ore,Yuan Renminbi,Spinka-Beer,418,Specialty Chemicals,Steel/Iron Ore,Yuan Renminbi
,,,,,,,,,,,,Investment Bankers/Brokers/Service,Marka,"Ritchie, Greenholt and Wyman",754,Major Pharmaceuticals,Investment Bankers/Brokers/Service,Marka
,,,,,,,,,,,,Major Banks,Ariary,Ward-Deckow,386,Other Consumer Services,Major Banks,Ariary
,,,,,,,,,,,,n/a,Dong,Greenfelder LLC,364,Major Pharmaceuticals,n/a,Dong
,,,,,,,,,,,,Accident &Health Insurance,Rial,"Leuschke, Morar and Schroeder",818,n/a,Accident &Health Insurance,Rial
,,,,,,,,,,,,Major Pharmaceuticals,Rupiah,Harvey LLC,311,Specialty Chemicals,Major Pharmaceuticals,Rupiah
,,,,,,,,,,,,Catalog/Specialty Distribution,Rupiah,Ruecker Inc,466,n/a,Catalog/Specialty Distribution,Rupiah
,,,,,,,,,,,,Consumer Electronics/Appliances,Won,Runolfsdottir Inc,325,n/a,Consumer Electronics/Appliances,Won
,,,,,,,,,,,,n/a,Dollar,Gislason and Sons,637,Food Distributors,n/a,Dollar
,,,,,,,,,,,,n/a,Hryvnia,"D'Amore, Nicolas and Hyatt",639,n/a,n/a,Hryvnia
,,,,,,,,,,,,n/a,Yuan Renminbi,Bayer LLC,708,n/a,n/a,Yuan Renminbi
,,,,,,,,,,,,Real Estate Investment Trusts,Peso,Monahan LLC,795,n/a,Real Estate Investment Trusts,Peso
,,,,,,,,,,,,n/a,Peso,"Zulauf, Littel and Jones",520,Coal Mining,n/a,Peso
,,,,,,,,,,,,"Computer Software: Programming, Data Processing",Peso,Rempel-Ullrich,459,Other Consumer Services,"Computer Software: Programming, Data Processing",Peso
,,,,,,,,,,,,Computer peripheral equipment,Ruble,"Daniel, Beier and Goldner",472,n/a,Computer peripheral equipment,Ruble
,,,,,,,,,,,,Beverages (Production/Distribution),Rial,Rosenbaum-Rath,879,Oil Refining/Marketing,Beverages (Production/Distribution),Rial
,,,,,,,,,,,,Medical/Nursing Services,Euro,Prosacco LLC,686,Farming/Seeds/Milling,Medical/Nursing Services,Euro
,,,,,,,,,,,,Agricultural Chemicals,Yuan Renminbi,Stanton Inc,635,n/a,Agricultural Chemicals,Yuan Renminbi
,,,,,,,,,,,,n/a,Real,Greenholt LLC,741,Property-Casualty Insurers,n/a,Real
,,,,,,,,,,,,Savings Institutions,Peso,Pouros and Sons,637,n/a,Savings Institutions,Peso
,,,,,,,,,,,,Major Banks,Peso,Wiegand-Walter,671,Other Specialty Stores,Major Banks,Peso
,,,,,,,,,,,,Medical/Dental Instruments,Euro,Bergstrom-Gleichner,724,Farming/Seeds/Milling,Medical/Dental Instruments,Euro
,,,,,,,,,,,,Semiconductors,Real,Hodkiewicz and Sons,462,Finance: Consumer Services,Semiconductors,Real
,,,,,,,,,,,,Industrial Machinery/Components,Dollar,Braun LLC,644,Major Banks,Industrial Machinery/Components,Dollar
,,,,,,,,,,,,Business Services,Koruna,Lebsack Inc,453,Metal Fabrications,Business Services,Koruna
